calendar_date,date_source,video_id,video_url,title,transcript_path,channel,slug,asset,direction,size_hint,weight_delta_pct,when_relative,confidence
,,vEgehqkFAf4,https://www.youtube.com/watch?v=vEgehqkFAf4,The Left-Translated Cycle,youtube/transcripts-top/crypto-currently/undated-the-left-translated-cycle.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,vanUFeWlBuE,https://www.youtube.com/watch?v=vanUFeWlBuE,Don't Make This Mistake,youtube/transcripts-top/crypto-currently/undated-don-t-make-this-mistake-vanUFeWlBuE.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,vequaoEDesA,https://www.youtube.com/watch?v=vequaoEDesA,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different-vequaoEDesA.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,viFVdHKGC00,https://www.youtube.com/watch?v=viFVdHKGC00,The Big Finale,youtube/transcripts-top/crypto-currently/undated-the-big-finale.md,crypto-currently,crypto-currently,ETH,SELL,,,,0.9
,,vw3y_hel6s8,https://www.youtube.com/watch?v=vw3y_hel6s8,The Cheat Code,youtube/transcripts-top/crypto-currently/undated-the-cheat-code.md,crypto-currently,crypto-currently,BTC,SELL,,-30.0,,0.7
,,vw3y_hel6s8,https://www.youtube.com/watch?v=vw3y_hel6s8,The Cheat Code,youtube/transcripts-top/crypto-currently/undated-the-cheat-code.md,crypto-currently,crypto-currently,BTC,BUY,,30.0,,0.5
,,vw3y_hel6s8,https://www.youtube.com/watch?v=vw3y_hel6s8,The Cheat Code,youtube/transcripts-top/crypto-currently/undated-the-cheat-code.md,crypto-currently,crypto-currently,BTC,BUY,,30.0,,0.5
,,w3X_q_qkZmg,https://www.youtube.com/watch?v=w3X_q_qkZmg,I Can't Believe This,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-this-w3X_q_qkZmg.md,crypto-currently,crypto-currently,BTC,SELL,,-25.0,this week,0.7
,,xb1cboIIapA,https://www.youtube.com/watch?v=xb1cboIIapA,The Breakout,youtube/transcripts-top/crypto-currently/undated-the-breakout-xb1cboIIapA.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,yMCAQ38UjRk,https://www.youtube.com/watch?v=yMCAQ38UjRk,Fighting The Fear,youtube/transcripts-top/crypto-currently/undated-fighting-the-fear.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,yMCAQ38UjRk,https://www.youtube.com/watch?v=yMCAQ38UjRk,Fighting The Fear,youtube/transcripts-top/crypto-currently/undated-fighting-the-fear.md,crypto-currently,crypto-currently,ETH,BUY,,,,0.7
,,ypkujjTiVrI,https://www.youtube.com/watch?v=ypkujjTiVrI,I'm Selling,youtube/transcripts-top/crypto-currently/undated-i-m-selling.md,crypto-currently,crypto-currently,ETH,SELL,trim,-5.0,,0.9
,,ypkujjTiVrI,https://www.youtube.com/watch?v=ypkujjTiVrI,I'm Selling,youtube/transcripts-top/crypto-currently/undated-i-m-selling.md,crypto-currently,crypto-currently,USD,BUY,trim,5.0,,0.9
,,yqsMimnUZug,https://www.youtube.com/watch?v=yqsMimnUZug,This Happens EVERY Time,youtube/transcripts-top/crypto-currently/undated-this-happens-every-time.md,crypto-currently,crypto-currently,USD,BUY,,-20.0,,0.7
,,yv-MKyIJoY8,https://www.youtube.com/watch?v=yv-MKyIJoY8,The Bitcoin All Time High Rejection,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-all-time-high-rejection.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,yv-MKyIJoY8,https://www.youtube.com/watch?v=yv-MKyIJoY8,The Bitcoin All Time High Rejection,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-all-time-high-rejection.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.5
2025-10-04,portfolio,zA4_D4-AHq4,https://www.youtube.com/watch?v=zA4_D4-AHq4,The Endgame,youtube/transcripts-top/crypto-currently/undated-the-endgame.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
